SHRP_ID,STATE_CODE,STATE_CODE_EXP,VWS_ID,YEAR,MAX_ANN_HUM_AVG,MIN_ANN_HUM_AVG
0101,12,Florida,120100,2000,91,56
0161,12,Florida,120100,2001,91,57
0112,12,Florida,120100,2001,91,57
0111,12,Florida,120100,2001,91,57
0110,12,Florida,120100,2001,91,57
0109,12,Florida,120100,2001,91,57
0108,12,Florida,120100,2001,91,57
0107,12,Florida,120100,2001,91,57
0106,12,Florida,120100,2001,91,57
0105,12,Florida,120100,2001,91,57
0104,12,Florida,120100,2001,91,57
0103,12,Florida,120100,2001,91,57
0102,12,Florida,120100,2001,91,57
0101,12,Florida,120100,2001,91,57
0161,12,Florida,120100,2002,92,60
0112,12,Florida,120100,2002,92,60
0111,12,Florida,120100,2002,92,60
0110,12,Florida,120100,2002,92,60
0109,12,Florida,120100,2002,92,60
0108,12,Florida,120100,2002,92,60
0107,12,Florida,120100,2002,92,60
0106,12,Florida,120100,2002,92,60
0105,12,Florida,120100,2002,92,60
0103,12,Florida,120100,2002,92,60
0102,12,Florida,120100,2002,92,60
0101,12,Florida,120100,2002,92,60
0161,12,Florida,120100,2003,93,59
0112,12,Florida,120100,2003,93,59
0110,12,Florida,120100,2003,93,59
0109,12,Florida,120100,2003,93,59
0108,12,Florida,120100,2003,93,59
0107,12,Florida,120100,2003,93,59
0105,12,Florida,120100,2003,93,59
0104,12,Florida,120100,2003,93,59
0103,12,Florida,120100,2003,93,59
0102,12,Florida,120100,2003,93,59
0101,12,Florida,120100,2003,93,59
0112,12,Florida,120100,2004,91,57
0111,12,Florida,120100,2004,91,57
0110,12,Florida,120100,2004,91,57
0109,12,Florida,120100,2004,91,57
0107,12,Florida,120100,2004,91,57
0106,12,Florida,120100,2004,91,57
0105,12,Florida,120100,2004,91,57
0104,12,Florida,120100,2004,91,57
0102,12,Florida,120100,2004,91,57
0101,12,Florida,120100,2004,91,57
0161,12,Florida,120100,2005,89,56
0112,12,Florida,120100,2005,89,56
0111,12,Florida,120100,2005,89,56
0109,12,Florida,120100,2005,89,56
0108,12,Florida,120100,2005,89,56
0107,12,Florida,120100,2005,89,56
0106,12,Florida,120100,2005,89,56
0104,12,Florida,120100,2005,89,56
0103,12,Florida,120100,2005,89,56
0102,12,Florida,120100,2005,89,56
0101,12,Florida,120100,2005,89,56
0112,12,Florida,120100,2006,89,54
0111,12,Florida,120100,2006,89,54
0110,12,Florida,120100,2006,89,54
0109,12,Florida,120100,2006,89,54
0108,12,Florida,120100,2006,89,54
0106,12,Florida,120100,2006,89,54
0105,12,Florida,120100,2006,89,54
0104,12,Florida,120100,2006,89,54
0103,12,Florida,120100,2006,89,54
0101,12,Florida,120100,2006,89,54
0161,12,Florida,120100,2007,87,55
0503,12,Florida,121030,2004,91,57
0502,12,Florida,121030,2004,91,57
1030,12,Florida,121030,2005,89,56
0566,12,Florida,121030,2005,89,56
0565,12,Florida,121030,2005,89,56
0564,12,Florida,121030,2005,89,56
0563,12,Florida,121030,2005,89,56
0562,12,Florida,121030,2005,89,56
0561,12,Florida,121030,2005,89,56
0509,12,Florida,121030,2005,89,56
0508,12,Florida,121030,2005,89,56
0507,12,Florida,121030,2005,89,56
0506,12,Florida,121030,2005,89,56
0505,12,Florida,121030,2005,89,56
0504,12,Florida,121030,2005,89,56
0503,12,Florida,121030,2005,89,56
0502,12,Florida,121030,2005,89,56
1030,12,Florida,121030,2006,89,54
0566,12,Florida,121030,2006,89,54
0565,12,Florida,121030,2006,89,54
0564,12,Florida,121030,2006,89,54
0563,12,Florida,121030,2006,89,54
0562,12,Florida,121030,2006,89,54
0561,12,Florida,121030,2006,89,54
0509,12,Florida,121030,2006,89,54
0508,12,Florida,121030,2006,89,54
0507,12,Florida,121030,2006,89,54
0506,12,Florida,121030,2006,89,54
0505,12,Florida,121030,2006,89,54
0504,12,Florida,121030,2006,89,54
0503,12,Florida,121030,2006,89,54
0502,12,Florida,121030,2006,89,54
1030,12,Florida,121030,2007,87,55
0566,12,Florida,121030,2007,87,55
0565,12,Florida,121030,2007,87,55
0564,12,Florida,121030,2007,87,55
0563,12,Florida,121030,2007,87,55
0562,12,Florida,121030,2007,87,55
0561,12,Florida,121030,2007,87,55
0509,12,Florida,121030,2007,87,55
0508,12,Florida,121030,2007,87,55
0507,12,Florida,121030,2007,87,55
0506,12,Florida,121030,2007,87,55
0505,12,Florida,121030,2007,87,55
0504,12,Florida,121030,2007,87,55
0503,12,Florida,121030,2007,87,55
0502,12,Florida,121030,2007,87,55
1030,12,Florida,121030,2008,85,54
0566,12,Florida,121030,2008,85,54
0565,12,Florida,121030,2008,85,54
0564,12,Florida,121030,2008,85,54
0563,12,Florida,121030,2008,85,54
0562,12,Florida,121030,2008,85,54
0561,12,Florida,121030,2008,85,54
0509,12,Florida,121030,2008,85,54
0508,12,Florida,121030,2008,85,54
0507,12,Florida,121030,2008,85,54
0506,12,Florida,121030,2008,85,54
0505,12,Florida,121030,2008,85,54
0504,12,Florida,121030,2008,85,54
0503,12,Florida,121030,2008,85,54
0502,12,Florida,121030,2008,85,54
1030,12,Florida,121030,2009,85,52
0566,12,Florida,121030,2009,85,52
0565,12,Florida,121030,2009,85,52
0564,12,Florida,121030,2009,85,52
0563,12,Florida,121030,2009,85,52
0562,12,Florida,121030,2009,85,52
0561,12,Florida,121030,2009,85,52
0509,12,Florida,121030,2009,85,52
0508,12,Florida,121030,2009,85,52
0507,12,Florida,121030,2009,85,52
0506,12,Florida,121030,2009,85,52
0505,12,Florida,121030,2009,85,52
0504,12,Florida,121030,2009,85,52
0503,12,Florida,121030,2009,85,52
0502,12,Florida,121030,2009,85,52
1030,12,Florida,121030,2010,86,52
0566,12,Florida,121030,2010,86,52
0565,12,Florida,121030,2010,86,52
0564,12,Florida,121030,2010,86,52
0563,12,Florida,121030,2010,86,52
0562,12,Florida,121030,2010,86,52
0561,12,Florida,121030,2010,86,52
0509,12,Florida,121030,2010,86,52
0508,12,Florida,121030,2010,86,52
0507,12,Florida,121030,2010,86,52
0506,12,Florida,121030,2010,86,52
0505,12,Florida,121030,2010,86,52
0504,12,Florida,121030,2010,86,52
0503,12,Florida,121030,2010,86,52
0502,12,Florida,121030,2010,86,52
1060,12,Florida,121060,1984,88,53
1060,12,Florida,121060,1985,88,52
1060,12,Florida,121060,1986,90,55
1060,12,Florida,121060,1987,89,53
1060,12,Florida,121060,1988,89,54
1060,12,Florida,121060,1989,88,53
1060,12,Florida,121060,1990,87,54
1060,12,Florida,121060,1991,89,56
1060,12,Florida,121060,1992,90,55
1060,12,Florida,121060,1993,88,54
1060,12,Florida,121060,1994,89,56
1060,12,Florida,121060,1995,89,56
1060,12,Florida,121060,1996,87,54
1060,12,Florida,121060,1997,90,58
1060,12,Florida,121060,1998,88,57
1060,12,Florida,121060,1999,89,56
1060,12,Florida,121060,2000,88,57
1060,12,Florida,121060,2001,90,58
1060,12,Florida,121060,2002,91,59
1060,12,Florida,121060,2003,90,57
1060,12,Florida,121060,2004,89,56
1060,12,Florida,121060,2005,91,58
1060,12,Florida,121060,2006,83,51
1060,12,Florida,121060,2008,83,52
1060,12,Florida,121060,2009,87,54
1060,12,Florida,121060,2010,86,53
1370,12,Florida,121370,1984,97,52
1370,12,Florida,121370,1986,94,48
1370,12,Florida,121370,1987,94,49
1370,12,Florida,121370,1988,94,48
1370,12,Florida,121370,1989,95,47
1370,12,Florida,121370,1991,96,52
1370,12,Florida,121370,1992,96,51
1370,12,Florida,121370,1993,95,50
1370,12,Florida,121370,1994,97,57
1370,12,Florida,121370,1996,96,52
1370,12,Florida,121370,1997,97,53
1370,12,Florida,121370,1998,97,51
1370,12,Florida,121370,1999,96,49
1370,12,Florida,121370,2000,96,46
1370,12,Florida,121370,2002,96,52
1370,12,Florida,121370,2003,97,52
1370,12,Florida,121370,2004,95,49
1370,12,Florida,121370,2005,95,51
1370,12,Florida,121370,2007,91,47
1370,12,Florida,121370,2008,90,46
1370,12,Florida,121370,2009,92,46
1370,12,Florida,121370,2010,91,45
3804,12,Florida,123804,1985,90,50
3804,12,Florida,123804,1986,93,52
3804,12,Florida,123804,1987,93,53
3804,12,Florida,123804,1988,94,50
3804,12,Florida,123804,1990,94,50
3804,12,Florida,123804,1991,95,54
3804,12,Florida,123804,1992,94,54
3804,12,Florida,123804,1993,93,52
3804,12,Florida,123804,1994,96,57
3804,12,Florida,123804,1995,94,55
3804,12,Florida,123804,1996,92,55
3804,12,Florida,123804,1997,92,58
3804,12,Florida,123804,1998,93,59
3804,12,Florida,123804,1999,92,55
3804,12,Florida,123804,2000,92,53
3804,12,Florida,123804,2001,92,55
3804,12,Florida,123804,2002,93,56
3804,12,Florida,123804,2003,91,54
3804,12,Florida,123804,2004,90,52
3804,12,Florida,123804,2005,89,52
3804,12,Florida,123804,2006,86,49
3804,12,Florida,123804,2007,85,49
3804,12,Florida,123804,2008,85,49
3804,12,Florida,123804,2009,87,52
3804,12,Florida,123804,2010,86,48
3811,12,Florida,123811,1984,96,48
3811,12,Florida,123811,1985,96,50
3811,12,Florida,123811,1986,97,47
3811,12,Florida,123811,1987,96,45
3811,12,Florida,123811,1988,96,45
3811,12,Florida,123811,1989,96,49
3811,12,Florida,123811,1990,97,45
3811,12,Florida,123811,1991,96,50
3811,12,Florida,123811,1992,96,48
3811,12,Florida,123811,1993,92,44
3811,12,Florida,123811,1994,92,49
3811,12,Florida,123811,1995,93,47
3811,12,Florida,123811,1996,95,48
3811,12,Florida,123811,1997,97,50
3811,12,Florida,123811,1998,96,49
3811,12,Florida,123811,1999,96,46
3811,12,Florida,123811,2000,96,44
3811,12,Florida,123811,2001,96,48
3811,12,Florida,123811,2002,95,48
3811,12,Florida,123811,2003,95,49
3811,12,Florida,123811,2004,94,48
3811,12,Florida,123811,2005,91,46
3811,12,Florida,123811,2006,92,42
3811,12,Florida,123811,2007,89,42
3811,12,Florida,123811,2008,91,44
3811,12,Florida,123811,2009,94,47
3811,12,Florida,123811,2010,92,42
4007,1,Alabama,014007,1988,93,44
4007,1,Alabama,014007,1989,92,49
4007,1,Alabama,014007,1990,90,44
4007,1,Alabama,014007,1991,92,48
4007,1,Alabama,014007,1992,93,48
4007,1,Alabama,014007,1993,92,46
4007,1,Alabama,014007,1994,92,50
4007,1,Alabama,014007,1995,92,45
4007,1,Alabama,014007,1996,93,50
4007,1,Alabama,014007,1997,95,51
4007,1,Alabama,014007,1998,95,51
4007,1,Alabama,014007,1999,90,44
4007,1,Alabama,014007,2000,89,44
4007,1,Alabama,014007,2001,93,50
4007,1,Alabama,014007,2002,90,49
4007,1,Alabama,014007,2003,93,51
4007,1,Alabama,014007,2004,93,51
4007,1,Alabama,014007,2005,91,47
4007,1,Alabama,014007,2006,87,40
4007,1,Alabama,014007,2007,85,38
4007,1,Alabama,014007,2008,86,41
4007,1,Alabama,014007,2009,89,47
4007,1,Alabama,014007,2010,87,40
4073,1,Alabama,014073,1984,90,48
4073,1,Alabama,014073,1985,90,51
4073,1,Alabama,014073,1986,94,48
4073,1,Alabama,014073,1987,93,44
4073,1,Alabama,014073,1988,93,43
4073,1,Alabama,014073,1989,94,51
4073,1,Alabama,014073,1990,94,46
4073,1,Alabama,014073,1991,93,49
4073,1,Alabama,014073,1992,95,51
4073,1,Alabama,014073,1993,95,47
4073,1,Alabama,014073,1994,95,52
4073,1,Alabama,014073,1995,94,49
4073,1,Alabama,014073,1996,93,50
4073,1,Alabama,014073,1997,95,50
4073,1,Alabama,014073,1998,95,50
4073,1,Alabama,014073,1999,93,45
4073,1,Alabama,014073,2000,93,46
4073,1,Alabama,014073,2001,92,48
4073,1,Alabama,014073,2002,92,49
4073,1,Alabama,014073,2003,93,50
4073,1,Alabama,014073,2004,92,49
4073,1,Alabama,014073,2005,92,47
4073,1,Alabama,014073,2006,90,43
4073,1,Alabama,014073,2007,88,40
4073,1,Alabama,014073,2008,89,43
4073,1,Alabama,014073,2009,90,48
4073,1,Alabama,014073,2010,89,43
4084,1,Alabama,014084,1970,0,0
4084,1,Alabama,014084,1971,0,0
4084,1,Alabama,014084,1984,87,43
4084,1,Alabama,014084,1985,93,51
4084,1,Alabama,014084,1986,92,46
4084,1,Alabama,014084,1987,92,43
4084,1,Alabama,014084,1988,93,44
4084,1,Alabama,014084,1989,92,49
4084,1,Alabama,014084,1990,90,44
4084,1,Alabama,014084,1991,92,48
4084,1,Alabama,014084,1992,93,48
4084,1,Alabama,014084,1993,92,46
4084,1,Alabama,014084,1994,92,50
4084,1,Alabama,014084,1995,92,45
4084,1,Alabama,014084,1996,93,50
4084,1,Alabama,014084,1997,95,51
4084,1,Alabama,014084,1998,95,51
4084,1,Alabama,014084,1999,90,44
4084,1,Alabama,014084,2000,89,44
4084,1,Alabama,014084,2001,93,50
4084,1,Alabama,014084,2002,90,49
4084,1,Alabama,014084,2003,93,51
4084,1,Alabama,014084,2004,92,50
4084,1,Alabama,014084,2005,91,47
4084,1,Alabama,014084,2007,87,40
4084,1,Alabama,014084,2008,88,43
4084,1,Alabama,014084,2009,90,48
4084,1,Alabama,014084,2010,88,41
A350,1,Alabama,014125,1984,91,46
A330,1,Alabama,014125,1984,91,46
A320,1,Alabama,014125,1984,91,46
A310,1,Alabama,014125,1984,91,46
4125,1,Alabama,014125,1984,91,46
A340,1,Alabama,014125,1985,91,49
A330,1,Alabama,014125,1985,91,49
A320,1,Alabama,014125,1985,91,49
A310,1,Alabama,014125,1985,91,49
A350,1,Alabama,014125,1986,93,47
A340,1,Alabama,014125,1986,93,47
A330,1,Alabama,014125,1986,93,47
A320,1,Alabama,014125,1986,93,47
A310,1,Alabama,014125,1986,93,47
A350,1,Alabama,014125,1987,93,44
A340,1,Alabama,014125,1987,93,44
A330,1,Alabama,014125,1987,93,44
A320,1,Alabama,014125,1987,93,44
4125,1,Alabama,014125,1987,93,44
A350,1,Alabama,014125,1988,94,45
A340,1,Alabama,014125,1988,94,45
A330,1,Alabama,014125,1988,94,45
A310,1,Alabama,014125,1988,94,45
4125,1,Alabama,014125,1988,94,45
A350,1,Alabama,014125,1989,95,50
A340,1,Alabama,014125,1989,95,50
A330,1,Alabama,014125,1989,95,50
A310,1,Alabama,014125,1989,95,50
4125,1,Alabama,014125,1989,95,50
0112,12,Florida,120100,2007,87,55
0111,12,Florida,120100,2007,87,55
0110,12,Florida,120100,2007,87,55
0109,12,Florida,120100,2007,87,55
0108,12,Florida,120100,2007,87,55
0107,12,Florida,120100,2007,87,55
0106,12,Florida,120100,2007,87,55
0105,12,Florida,120100,2007,87,55
0104,12,Florida,120100,2007,87,55
0103,12,Florida,120100,2007,87,55
0102,12,Florida,120100,2007,87,55
0101,12,Florida,120100,2007,87,55
0161,12,Florida,120100,2008,85,54
0112,12,Florida,120100,2008,85,54
0111,12,Florida,120100,2008,85,54
0110,12,Florida,120100,2008,85,54
0109,12,Florida,120100,2008,85,54
0108,12,Florida,120100,2008,85,54
0107,12,Florida,120100,2008,85,54
0106,12,Florida,120100,2008,85,54
0105,12,Florida,120100,2008,85,54
0104,12,Florida,120100,2008,85,54
0103,12,Florida,120100,2008,85,54
0102,12,Florida,120100,2008,85,54
0101,12,Florida,120100,2008,85,54
0161,12,Florida,120100,2009,85,52
0218,4,Arizona,040200,1996,49,18
0216,4,Arizona,040200,1996,49,18
0215,4,Arizona,040200,1996,49,18
0214,4,Arizona,040200,1996,49,18
0213,4,Arizona,040200,1996,49,18
0267,4,Arizona,040200,1997,51,20
0266,4,Arizona,040200,1997,51,20
0265,4,Arizona,040200,1997,51,20
0264,4,Arizona,040200,1997,51,20
0263,4,Arizona,040200,1997,51,20
0261,4,Arizona,040200,1997,51,20
0260,4,Arizona,040200,1997,51,20
0224,4,Arizona,040200,1997,51,20
0223,4,Arizona,040200,1997,51,20
0221,4,Arizona,040200,1997,51,20
0220,4,Arizona,040200,1997,51,20
0219,4,Arizona,040200,1997,51,20
0218,4,Arizona,040200,1997,51,20
0217,4,Arizona,040200,1997,51,20
0216,4,Arizona,040200,1997,51,20
0215,4,Arizona,040200,1997,51,20
0214,4,Arizona,040200,1997,51,20
0213,4,Arizona,040200,1997,51,20
0268,4,Arizona,040200,1998,61,24
0267,4,Arizona,040200,1998,61,24
0266,4,Arizona,040200,1998,61,24
0265,4,Arizona,040200,1998,61,24
0264,4,Arizona,040200,1998,61,24
0263,4,Arizona,040200,1998,61,24
0262,4,Arizona,040200,1998,61,24
0261,4,Arizona,040200,1998,61,24
0260,4,Arizona,040200,1998,61,24
0224,4,Arizona,040200,1998,61,24
0223,4,Arizona,040200,1998,61,24
0222,4,Arizona,040200,1998,61,24
0221,4,Arizona,040200,1998,61,24
0220,4,Arizona,040200,1998,61,24
0219,4,Arizona,040200,1998,61,24
0218,4,Arizona,040200,1998,61,24
0217,4,Arizona,040200,1998,61,24
0216,4,Arizona,040200,1998,61,24
0215,4,Arizona,040200,1998,61,24
0214,4,Arizona,040200,1998,61,24
0213,4,Arizona,040200,1998,61,24
0268,4,Arizona,040200,1999,50,19
0267,4,Arizona,040200,1999,50,19
0266,4,Arizona,040200,1999,50,19
0265,4,Arizona,040200,1999,50,19
0264,4,Arizona,040200,1999,50,19
0263,4,Arizona,040200,1999,50,19
0262,4,Arizona,040200,1999,50,19
0261,4,Arizona,040200,1999,50,19
0260,4,Arizona,040200,1999,50,19
0224,4,Arizona,040200,1999,50,19
0223,4,Arizona,040200,1999,50,19
0222,4,Arizona,040200,1999,50,19
0221,4,Arizona,040200,1999,50,19
0220,4,Arizona,040200,1999,50,19
0219,4,Arizona,040200,1999,50,19
0218,4,Arizona,040200,1999,50,19
0217,4,Arizona,040200,1999,50,19
0216,4,Arizona,040200,1999,50,19
0215,4,Arizona,040200,1999,50,19
0214,4,Arizona,040200,1999,50,19
0213,4,Arizona,040200,1999,50,19
0268,4,Arizona,040200,2000,52,20
0267,4,Arizona,040200,2000,52,20
0266,4,Arizona,040200,2000,52,20
0265,4,Arizona,040200,2000,52,20
0264,4,Arizona,040200,2000,52,20
0263,4,Arizona,040200,2000,52,20
0262,4,Arizona,040200,2000,52,20
0261,4,Arizona,040200,2000,52,20
0260,4,Arizona,040200,2000,52,20
0224,4,Arizona,040200,2000,52,20
0223,4,Arizona,040200,2000,52,20
0222,4,Arizona,040200,2000,52,20
0221,4,Arizona,040200,2000,52,20
0220,4,Arizona,040200,2000,52,20
0219,4,Arizona,040200,2000,52,20
0218,4,Arizona,040200,2000,52,20
0217,4,Arizona,040200,2000,52,20
0216,4,Arizona,040200,2000,52,20
0215,4,Arizona,040200,2000,52,20
0214,4,Arizona,040200,2000,52,20
0213,4,Arizona,040200,2000,52,20
0268,4,Arizona,040200,2001,55,22
0267,4,Arizona,040200,2001,55,22
0266,4,Arizona,040200,2001,55,22
0265,4,Arizona,040200,2001,55,22
0264,4,Arizona,040200,2001,55,22
0263,4,Arizona,040200,2001,55,22
0262,4,Arizona,040200,2001,55,22
0261,4,Arizona,040200,2001,55,22
0260,4,Arizona,040200,2001,55,22
0224,4,Arizona,040200,2001,55,22
0223,4,Arizona,040200,2001,55,22
0222,4,Arizona,040200,2001,55,22
0221,4,Arizona,040200,2001,55,22
0220,4,Arizona,040200,2001,55,22
0219,4,Arizona,040200,2001,55,22
0218,4,Arizona,040200,2001,55,22
0217,4,Arizona,040200,2001,55,22
0216,4,Arizona,040200,2001,55,22
0215,4,Arizona,040200,2001,55,22
0214,4,Arizona,040200,2001,55,22
0213,4,Arizona,040200,2001,55,22
0268,4,Arizona,040200,2002,43,16
0267,4,Arizona,040200,2002,43,16
0266,4,Arizona,040200,2002,43,16
0265,4,Arizona,040200,2002,43,16
0264,4,Arizona,040200,2002,43,16
0263,4,Arizona,040200,2002,43,16
0262,4,Arizona,040200,2002,43,16
0261,4,Arizona,040200,2002,43,16
0260,4,Arizona,040200,2002,43,16
0224,4,Arizona,040200,2002,43,16
0223,4,Arizona,040200,2002,43,16
0221,4,Arizona,040200,2002,43,16
0220,4,Arizona,040200,2002,43,16
0219,4,Arizona,040200,2002,43,16
0218,4,Arizona,040200,2002,43,16
0217,4,Arizona,040200,2002,43,16
0215,4,Arizona,040200,2002,43,16
0214,4,Arizona,040200,2002,43,16
0213,4,Arizona,040200,2002,43,16
0268,4,Arizona,040200,2003,49,18
0266,4,Arizona,040200,2003,49,18
0265,4,Arizona,040200,2003,49,18
0264,4,Arizona,040200,2003,49,18
0263,4,Arizona,040200,2003,49,18
0262,4,Arizona,040200,2003,49,18
0260,4,Arizona,040200,2003,49,18
0224,4,Arizona,040200,2003,49,18
0223,4,Arizona,040200,2003,49,18
0222,4,Arizona,040200,2003,49,18
0220,4,Arizona,040200,2003,49,18
0219,4,Arizona,040200,2003,49,18
0218,4,Arizona,040200,2003,49,18
0217,4,Arizona,040200,2003,49,18
0215,4,Arizona,040200,2003,49,18
0214,4,Arizona,040200,2003,49,18
0213,4,Arizona,040200,2003,49,18
0268,4,Arizona,040200,2004,50,19
0267,4,Arizona,040200,2004,50,19
0265,4,Arizona,040200,2004,50,19
0264,4,Arizona,040200,2004,50,19
0263,4,Arizona,040200,2004,50,19
0262,4,Arizona,040200,2004,50,19
0260,4,Arizona,040200,2004,50,19
0224,4,Arizona,040200,2004,50,19
0223,4,Arizona,040200,2004,50,19
0222,4,Arizona,040200,2004,50,19
0220,4,Arizona,040200,2004,50,19
0219,4,Arizona,040200,2004,50,19
0218,4,Arizona,040200,2004,50,19
0217,4,Arizona,040200,2004,50,19
0216,4,Arizona,040200,2004,50,19
0214,4,Arizona,040200,2004,50,19
0213,4,Arizona,040200,2004,50,19
0268,4,Arizona,040200,2005,52,20
0267,4,Arizona,040200,2005,52,20
0265,4,Arizona,040200,2005,52,20
0264,4,Arizona,040200,2005,52,20
0263,4,Arizona,040200,2005,52,20
0262,4,Arizona,040200,2005,52,20
0261,4,Arizona,040200,2005,52,20
0260,4,Arizona,040200,2005,52,20
0224,4,Arizona,040200,2005,52,20
0223,4,Arizona,040200,2005,52,20
0222,4,Arizona,040200,2005,52,20
0221,4,Arizona,040200,2005,52,20
0220,4,Arizona,040200,2005,52,20
0219,4,Arizona,040200,2005,52,20
0218,4,Arizona,040200,2005,52,20
0217,4,Arizona,040200,2005,52,20
0216,4,Arizona,040200,2005,52,20
0215,4,Arizona,040200,2005,52,20
0214,4,Arizona,040200,2005,52,20
0213,4,Arizona,040200,2005,52,20
0268,4,Arizona,040200,2006,45,16
0267,4,Arizona,040200,2006,45,16
0266,4,Arizona,040200,2006,45,16
0265,4,Arizona,040200,2006,45,16
0264,4,Arizona,040200,2006,45,16
0263,4,Arizona,040200,2006,45,16
0262,4,Arizona,040200,2006,45,16
0261,4,Arizona,040200,2006,45,16
0260,4,Arizona,040200,2006,45,16
0224,4,Arizona,040200,2006,45,16
0223,4,Arizona,040200,2006,45,16
0222,4,Arizona,040200,2006,45,16
0221,4,Arizona,040200,2006,45,16
0220,4,Arizona,040200,2006,45,16
0219,4,Arizona,040200,2006,45,16
0218,4,Arizona,040200,2006,45,16
0217,4,Arizona,040200,2006,45,16
0216,4,Arizona,040200,2006,45,16
0215,4,Arizona,040200,2006,45,16
0214,4,Arizona,040200,2006,45,16
0213,4,Arizona,040200,2006,45,16
0268,4,Arizona,040200,2007,46,16
0267,4,Arizona,040200,2007,46,16
0266,4,Arizona,040200,2007,46,16
0265,4,Arizona,040200,2007,46,16
0264,4,Arizona,040200,2007,46,16
0263,4,Arizona,040200,2007,46,16
0262,4,Arizona,040200,2007,46,16
0261,4,Arizona,040200,2007,46,16
0260,4,Arizona,040200,2007,46,16
0224,4,Arizona,040200,2007,46,16
0223,4,Arizona,040200,2007,46,16
0222,4,Arizona,040200,2007,46,16
0221,4,Arizona,040200,2007,46,16
0220,4,Arizona,040200,2007,46,16
0219,4,Arizona,040200,2007,46,16
0218,4,Arizona,040200,2007,46,16
0217,4,Arizona,040200,2007,46,16
0216,4,Arizona,040200,2007,46,16
0215,4,Arizona,040200,2007,46,16
0214,4,Arizona,040200,2007,46,16
0213,4,Arizona,040200,2007,46,16
0268,4,Arizona,040200,2008,51,17
0267,4,Arizona,040200,2008,51,17
0266,4,Arizona,040200,2008,51,17
0265,4,Arizona,040200,2008,51,17
0264,4,Arizona,040200,2008,51,17
0263,4,Arizona,040200,2008,51,17
0262,4,Arizona,040200,2008,51,17
0261,4,Arizona,040200,2008,51,17
0260,4,Arizona,040200,2008,51,17
0224,4,Arizona,040200,2008,51,17
0223,4,Arizona,040200,2008,51,17
0222,4,Arizona,040200,2008,51,17
0221,4,Arizona,040200,2008,51,17
0220,4,Arizona,040200,2008,51,17
0219,4,Arizona,040200,2008,51,17
0218,4,Arizona,040200,2008,51,17
0217,4,Arizona,040200,2008,51,17
0216,4,Arizona,040200,2008,51,17
0215,4,Arizona,040200,2008,51,17
0214,4,Arizona,040200,2008,51,17
0213,4,Arizona,040200,2008,51,17
0268,4,Arizona,040200,2009,45,15
0267,4,Arizona,040200,2009,45,15
0266,4,Arizona,040200,2009,45,15
0265,4,Arizona,040200,2009,45,15
0264,4,Arizona,040200,2009,45,15
0263,4,Arizona,040200,2009,45,15
0262,4,Arizona,040200,2009,45,15
0261,4,Arizona,040200,2009,45,15
0260,4,Arizona,040200,2009,45,15
0224,4,Arizona,040200,2009,45,15
0223,4,Arizona,040200,2009,45,15
0222,4,Arizona,040200,2009,45,15
0221,4,Arizona,040200,2009,45,15
0220,4,Arizona,040200,2009,45,15
0219,4,Arizona,040200,2009,45,15
0218,4,Arizona,040200,2009,45,15
0217,4,Arizona,040200,2009,45,15
0216,4,Arizona,040200,2009,45,15
0215,4,Arizona,040200,2009,45,15
0214,4,Arizona,040200,2009,45,15
0213,4,Arizona,040200,2009,45,15
0268,4,Arizona,040200,2010,51,18
0267,4,Arizona,040200,2010,51,18
0266,4,Arizona,040200,2010,51,18
0265,4,Arizona,040200,2010,51,18
0264,4,Arizona,040200,2010,51,18
0262,4,Arizona,040200,2010,51,18
0261,4,Arizona,040200,2010,51,18
0260,4,Arizona,040200,2010,51,18
0224,4,Arizona,040200,2010,51,18
0222,4,Arizona,040200,2010,51,18
0221,4,Arizona,040200,2010,51,18
0220,4,Arizona,040200,2010,51,18
0219,4,Arizona,040200,2010,51,18
0217,4,Arizona,040200,2010,51,18
0216,4,Arizona,040200,2010,51,18
0215,4,Arizona,040200,2010,51,18
0214,4,Arizona,040200,2010,51,18
0213,4,Arizona,040200,2010,51,18
0559,4,Arizona,040500,1984,58,23
0509,4,Arizona,040500,1984,58,23
0508,4,Arizona,040500,1984,58,23
0507,4,Arizona,040500,1984,58,23
0505,4,Arizona,040500,1984,58,23
0504,4,Arizona,040500,1984,58,23
0503,4,Arizona,040500,1984,58,23
0502,4,Arizona,040500,1984,58,23
0560,4,Arizona,040500,1985,57,21
0559,4,Arizona,040500,1985,57,21
0509,4,Arizona,040500,1985,57,21
0508,4,Arizona,040500,1985,57,21
0507,4,Arizona,040500,1985,57,21
0505,4,Arizona,040500,1985,57,21
0504,4,Arizona,040500,1985,57,21
0503,4,Arizona,040500,1985,57,21
0502,4,Arizona,040500,1985,57,21
0560,4,Arizona,040500,1986,54,20
0559,4,Arizona,040500,1986,54,20
0509,4,Arizona,040500,1986,54,20
0508,4,Arizona,040500,1986,54,20
0507,4,Arizona,040500,1986,54,20
0505,4,Arizona,040500,1986,54,20
0504,4,Arizona,040500,1986,54,20
0503,4,Arizona,040500,1986,54,20
0502,4,Arizona,040500,1986,54,20
0560,4,Arizona,040500,1987,52,19
0559,4,Arizona,040500,1987,52,19
0509,4,Arizona,040500,1987,52,19
0508,4,Arizona,040500,1987,52,19
0507,4,Arizona,040500,1987,52,19
0506,4,Arizona,040500,1987,52,19
0505,4,Arizona,040500,1987,52,19
0504,4,Arizona,040500,1987,52,19
