STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,CN_ASSIGN_DATE,CN_CHANGE_REASON,CN_CHANGE_REASON_EXP,GPS_SPS,GPS_SPS_EXP,EXPERIMENT_NO,EXPERIMENT_NO_EXP,STATUS_EXP,STATUS,ASSIGN_DATE,DEASSIGN_DATE,SEAS_ID,SUPPLEMENTAL,RECORD_STATUS,EXP_SECT_RS,BASIC_INFO_RS,PAV_STRUCT_RS,TRAFFIC_RS,CLIMATIC_RS
20,Kansas,0103,1,01/01/1992,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1992,10/01/2001,,,E,E,E,E,E,E
19,Iowa,9116,2,09/15/1989,19,Asphalt Concrete Overlay,G,General Pavement Studies,7B,"AC Overlay with Conventional Asphalt Cement on PCC Pavement, with CPR or No Pretreatment",Out-of-study,O,09/15/1989,07/01/2009,,,E,E,E,E,E,E
19,Iowa,9126,1,01/01/1987,,,G,General Pavement Studies,4,Jointed Reinforced Concrete Pavement (JPCP),Out-of-study,O,01/01/1987,06/16/1989,,,E,E,E,E,E,E
19,Iowa,9126,2,06/16/1989,19,Asphalt Concrete Overlay,G,General Pavement Studies,7B,"AC Overlay with Conventional Asphalt Cement on PCC Pavement, with CPR or No Pretreatment",Out-of-study,O,06/16/1989,12/31/2004,,,E,E,E,E,E,E
19,Iowa,0707,3,07/10/1992,"3,10,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0708,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0708,2,07/10/1992,"3,10,12,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0709,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0709,2,04/06/1992,54,Partial depth patching of PCC pavements at joints,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0709,3,07/10/1992,"3,10,12,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0759,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,S,E,E,E,E,E,E
19,Iowa,0759,2,08/06/1993,"10,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,S,E,E,E,E,E,E
19,Iowa,1044,1,01/01/1987,,,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,,,01/01/1987,09/01/2002,,,E,E,E,E,E,E
19,Iowa,3006,1,01/01/1987,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,01/01/1987,09/01/2000,,,E,E,E,E,E,E
19,Iowa,3009,1,01/01/1987,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,01/01/1987,06/23/2014,,,E,E,E,E,E,E
19,Iowa,3028,1,01/01/1987,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,01/01/1987,10/20/2009,,,E,E,E,E,E,E
19,Iowa,3033,1,01/01/1987,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,01/01/1987,05/15/2017,,,E,E,E,E,E,E
19,Iowa,3055,1,01/01/1987,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,01/01/1987,07/01/2003,,,E,E,E,E,E,E
19,Iowa,5042,1,01/01/1987,,,G,General Pavement Studies,5,Continuously Reinforced Concrete Pavement (CRCP),Out-of-study,O,01/01/1987,08/01/2008,,,E,E,E,E,E,E
19,Iowa,5046,1,01/01/1987,,,G,General Pavement Studies,5,Continuously Reinforced Concrete Pavement (CRCP),Out-of-study,O,01/01/1987,08/01/2008,,,E,E,E,E,E,E
19,Iowa,6049,1,01/01/1987,,,G,General Pavement Studies,6A,Existing AC Overlay on AC Pavement ,Out-of-study,O,01/01/1987,12/31/2005,,,E,E,E,E,E,E
19,Iowa,6150,1,01/01/1987,,,G,General Pavement Studies,6A,Existing AC Overlay on AC Pavement ,Out-of-study,O,01/01/1987,09/01/1998,,,E,E,E,E,E,E
19,Iowa,6150,2,09/01/1998,19,Asphalt Concrete Overlay,G,General Pavement Studies,6D,"Multiple AC Overlays with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,09/01/1998,06/01/2015,,,E,E,E,E,E,E
19,Iowa,9116,1,01/01/1987,,,G,General Pavement Studies,5,Continuously Reinforced Concrete Pavement (CRCP),Out-of-study,O,01/01/1987,09/15/1989,,,E,E,E,E,E,E
19,Iowa,0707,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0707,2,04/07/1992,5,Full Depth Patching of PCC Pavement Other Than at Joint,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0703,3,07/10/1992,"3,10,12,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0704,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0704,2,04/06/1992,"4,54",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0704,3,07/10/1992,"3,10,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0705,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0705,2,04/06/1992,"4,54",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0705,3,07/10/1992,"3,10,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0706,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0706,2,04/06/1992,54,Partial depth patching of PCC pavements at joints,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0706,3,07/10/1992,"3,10,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0608,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0608,2,07/20/1989,"38,46",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0608,3,08/16/1989,19,Asphalt Concrete Overlay,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0659,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,S,E,E,E,E,E,E
19,Iowa,0659,2,07/20/1989,"19,38",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,S,E,E,E,E,E,E
19,Iowa,0700,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,,E,E
19,Iowa,0701,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,12/31/2005,,,E,E,E,E,E,E
19,Iowa,0702,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0702,2,04/03/1992,"4,54",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0702,3,07/14/1992,"3,10,12,20",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0703,1,01/01/1992,,,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0703,2,04/04/1992,"4,54",,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,01/01/1992,06/08/2009,,,E,E,E,E,E,E
19,Iowa,0605,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,07/13/1997,,,E,E,E,E,E,E
19,Iowa,0605,2,07/17/1989,"38,50,54",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,07/13/1997,,,E,E,E,E,E,E
19,Iowa,0605,3,08/17/1989,"2,4,7,12",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,07/13/1997,,,E,E,E,E,E,E
19,Iowa,0606,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0606,2,07/20/1989,"7,19,38,50,54",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0607,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0607,2,07/20/1989,"38,46",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0607,3,08/15/1989,19,Asphalt Concrete Overlay,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0602,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,07/01/1997,,,E,E,E,E,E,E
19,Iowa,0603,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0603,2,08/16/1989,19,Asphalt Concrete Overlay,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0604,1,01/01/1987,,,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0604,2,08/05/1989,"4,19",,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,01/01/1987,06/01/2008,,,E,E,E,E,E,E
19,Iowa,0107,1,01/01/1992,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1992,11/11/1993,,,E,E,E,E,E,E
30,Montana,7076,3,07/31/1995,31,Aggregate Seal Coat,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,06/07/1991,09/06/2001,,,E,E,E,E,E,E
30,Montana,7088,1,11/02/1988,,,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,11/02/1988,09/04/1991,,,E,E,E,E,E,E
30,Montana,7088,2,09/04/1991,19,Asphalt Concrete Overlay,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,09/04/1991,05/07/2001,,,E,E,E,E,E,E
30,Montana,8129,1,05/31/1988,,,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,,,05/31/1988,06/01/2003,A,,E,E,E,E,E,E
30,Montana,A300,1,01/01/1987,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,,E,E
30,Montana,A310,1,01/01/1987,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A310,2,08/10/1990,19,Asphalt Concrete Overlay,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A320,1,01/01/1987,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A320,2,08/07/1990,33,Slurry Seal Coat,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A330,1,01/01/1987,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A330,2,08/08/1990,1,Crack Sealing,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A350,1,01/01/1987,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
30,Montana,A350,2,08/10/1990,31,Aggregate Seal Coat,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,01/01/1987,09/01/1999,,,E,E,E,E,E,E
32,Nevada,0100,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,,E,E
32,Nevada,0101,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,A,,E,E,E,E,E,E
32,Nevada,0102,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,05/01/2004,,,E,E,E,E,E,E
32,Nevada,0103,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,05/01/2004,,,E,E,E,E,E,E
32,Nevada,0104,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0105,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,05/01/2004,,,E,E,E,E,E,E
32,Nevada,0106,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0107,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0108,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0109,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0110,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0111,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0112,1,01/01/1993,,,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,01/01/1993,07/01/2009,,,E,E,E,E,E,E
32,Nevada,0200,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,,E,E
32,Nevada,0201,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0202,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,09/18/1997,,,E,E,E,E,E,E
32,Nevada,0203,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0204,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,B,,E,E,E,E,E,E
32,Nevada,0205,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0206,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,09/18/1997,,,E,E,E,E,E,E
32,Nevada,0207,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0208,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0209,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0210,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0211,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,,E,E,E,E,E,E
32,Nevada,0259,1,01/01/1993,,,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,01/01/1993,01/01/2004,,S,E,E,E,E,E,E
32,Nevada,1020,1,07/06/1988,,,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,07/06/1988,09/11/2000,,,E,E,E,E,E,E
32,Nevada,1021,1,07/01/1988,,,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,1030,1,07/09/1988,,,G,General Pavement Studies,2,Asphalt Concrete on Bound Base,Out-of-study,O,07/09/1988,09/15/1992,,,E,E,E,E,E,E
32,Nevada,1030,2,09/15/1992,19,Asphalt Concrete Overlay,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,09/15/1992,08/01/1997,,,E,E,E,E,E,E
32,Nevada,2027,1,09/01/1988,,,G,General Pavement Studies,2,Asphalt Concrete on Bound Base,Out-of-study,O,09/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,2027,2,08/01/1991,31,Aggregate Seal Coat,G,General Pavement Studies,2,Asphalt Concrete on Bound Base,Out-of-study,O,09/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,3010,1,07/12/1988,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,07/12/1988,07/01/2000,,,E,E,E,E,E,E
32,Nevada,3013,1,07/12/1988,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,07/12/1988,08/01/1999,,,E,E,E,E,E,E
32,Nevada,7000,1,04/19/1989,,,G,General Pavement Studies,2,Asphalt Concrete on Bound Base,Out-of-study,O,04/19/1989,09/18/1997,,,E,E,E,E,E,E
32,Nevada,7084,1,06/30/1990,,,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,06/30/1990,10/16/2000,,,E,E,E,E,E,E
32,Nevada,A300,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,,E,E
32,Nevada,A310,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A310,2,08/22/1990,19,Asphalt Concrete Overlay,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A320,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A320,2,08/22/1990,33,Slurry Seal Coat,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A330,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A330,2,08/22/1990,1,Crack Sealing,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A350,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A350,2,08/22/1990,31,Aggregate Seal Coat,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/18/1997,,,E,E,E,E,E,E
32,Nevada,A351,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/30/1993,,S,E,E,E,E,E,E
32,Nevada,A351,2,08/22/1990,31,Aggregate Seal Coat,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/30/1993,,S,E,E,E,E,E,E
32,Nevada,A352,1,07/01/1988,,,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/30/1993,,S,E,E,E,E,E,E
32,Nevada,A352,2,08/22/1990,31,Aggregate Seal Coat,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,07/01/1988,09/30/1993,,S,E,E,E,E,E,E
32,Nevada,A400,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,,E,E,E,,E,E
32,Nevada,A410,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,,E,E,E,E,E,E
32,Nevada,A410,2,08/13/1991,"1,2,3",,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,,E,E,E,E,E,E
32,Nevada,A420,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,,E,E,E,E,E,E
32,Nevada,A420,2,08/08/1991,"14,1,2,3",,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,,E,E,E,E,E,E
32,Nevada,A430,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,,E,E,E,E,E,E
32,Nevada,A451,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,S,E,E,E,E,E,E
32,Nevada,A451,2,08/19/1991,"1,2,3",,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,S,E,E,E,E,E,E
32,Nevada,A452,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,S,E,E,E,E,E,E
32,Nevada,A452,2,08/19/1991,"2,3",,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,S,E,E,E,E,E,E
32,Nevada,A453,1,06/01/1990,,,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,06/01/1990,07/01/2000,,S,E,E,E,E,E,E
