SHRP_ID,STATE_CODE,STATE_CODE_EXP,CONSTRUCTION_NO,LAYER_NO,DESCRIPTION,DESCRIPTION_EXP,LAYER_TYPE,LAYER_TYPE_EXP,REPR_THICKNESS,MATL_CODE_EXP,MATL_CODE,PROJECT_LAYER_CODE,LAYER_COMMENT1,LAYER_COMMENT1_EXP,LAYER_COMMENT2,LAYER_COMMENT2_EXP,LAYER_COMMENT3,LAYER_COMMENT3_EXP,COMMENT_NOTE,INV_LAYER_NO,INV_LAYER_NO_2,RECORD_STATUS
B411,39,Ohio,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B412,39,Ohio,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B412,39,Ohio,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B430,39,Ohio,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.699999809,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
704,27,Minnesota,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,D,,,,,,,,4,,E
704,27,Minnesota,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,D,R,Layer was partially removed by milling.,,,,,,4,,E
704,27,Minnesota,2,5,1,Overlay,PC,Portland cement concrete layer,3.200000048,Portland Cement Concrete (CRCP),6,E,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ORIGINAL PCC SHOT BLASTED,,,E
705,27,Minnesota,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,D,,,,,,,,4,,E
903,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.300000191,Portland Cement Concrete (CRCP),6,D,,,,,,,,4,,E
903,26,Michigan,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.300000191,Portland Cement Concrete (CRCP),6,D,,,,,,,RUBBLIZED,4,,E
3009,55,Wisconsin,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.600000381,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
607,19,Iowa,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JRCP,4,,E
607,19,Iowa,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JRCP,4,,E
608,19,Iowa,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
608,19,Iowa,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JRCP,4,,E
608,19,Iowa,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JRCP,4,,E
659,19,Iowa,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
659,19,Iowa,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
701,19,Iowa,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
702,19,Iowa,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
702,19,Iowa,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
702,19,Iowa,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,E,R,Layer was partially removed by milling.,,,,,,4,,E
702,19,Iowa,3,5,1,Overlay,PC,Portland cement concrete layer,3.900000095,Portland Cement Concrete (CRCP),6,F,,,,,,,,,,E
703,19,Iowa,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
703,19,Iowa,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
703,19,Iowa,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (CRCP),6,E,R,Layer was partially removed by milling.,,,,,,4,,E
703,19,Iowa,3,5,1,Overlay,PC,Portland cement concrete layer,3.900000095,Portland Cement Concrete (CRCP),6,F,,,,,,,,,,E
704,19,Iowa,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
704,19,Iowa,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
704,19,Iowa,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
704,19,Iowa,3,5,1,Overlay,PC,Portland cement concrete layer,4.699999809,Portland Cement Concrete (CRCP),6,F,,,,,,,,,,E
601,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
601,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,17,Illinois,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
603,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
603,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
604,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
604,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
604,17,Illinois,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,17,Illinois,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,17,Illinois,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
606,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
606,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A411,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A430,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A430,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A601,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A601,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A602,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A602,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A603,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A603,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A604,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.5,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A604,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.5,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A605,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.199999809,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A605,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.199999809,Portland Cement Concrete (JPCP),4,D,,,,,,,,3,,E
A606,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,D,P,Material code for layer derived from lab. testing of adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),,,DERIVED FROM SECTION 29A601,3,,E
A909,55,Wisconsin,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A410,31,Nebraska,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
A410,31,Nebraska,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
A430,31,Nebraska,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B410,31,Nebraska,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,12,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B410,31,Nebraska,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,12,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B430,31,Nebraska,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,12,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
C410,31,Nebraska,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
C410,31,Nebraska,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,6.800000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
603,46,South Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
603,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
604,46,South Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
604,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
605,46,South Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
605,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
606,46,South Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
606,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
607,46,South Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
607,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
607,46,South Dakota,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
607,46,South Dakota,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
608,46,South Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
601,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A901,55,Wisconsin,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A902,55,Wisconsin,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JRCP),5,G,T,Sampling only occurred at approach end.,,,,,,4,,E
5151,17,Illinois,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
7050,31,Nebraska,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
708,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,E,Z,Other (Enter description in COMMENT_NOTE field.),,,,,DIAMOND GROUND - 25MM OFF ORIGINAL PCC,3,,E
708,29,Missouri,3,4,1,Overlay,PC,Portland cement concrete layer,4.900000095,Portland Cement Concrete (JPCP),4,F,Z,Other (Enter description in COMMENT_NOTE field.),,,,,PCC OVERLAY - NO GROUT,4,,E
709,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (JPCP),4,E,Z,Other (Enter description in COMMENT_NOTE field.),,,,,DIAMOND GROUND AND GROUTED,3,,E
9116,19,Iowa,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
A410,20,Kansas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.5,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A411,20,Kansas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A411,20,Kansas,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
5042,19,Iowa,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
A430,20,Kansas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.5,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A412,20,Kansas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A412,20,Kansas,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
608,17,Illinois,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,D,,,,,,,,3,,E
608,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,D,,,,,,,,3,,E
216,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.30000019,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
217,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
218,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
219,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.30000019,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
220,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.19999981,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
221,26,Michigan,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
222,26,Michigan,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
223,26,Michigan,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
224,26,Michigan,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,11.10000038,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
259,26,Michigan,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,11.30000019,Portland Cement Concrete (JRCP),5,J,,,,,,,,,,E
601,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
602,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
602,26,Michigan,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
603,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
603,26,Michigan,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
604,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
604,26,Michigan,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,E,,,,,,,,4,,E
3013,23,Maine,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3014,23,Maine,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3044,37,North Carolina,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3807,37,North Carolina,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3008,37,North Carolina,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3816,37,North Carolina,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
2811,87,Ontario,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
2812,87,Ontario,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,6.699999809,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3001,89,Quebec,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3015,89,Quebec,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
7037,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4002,10,Delaware,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
5007,54,West Virginia,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
4020,9,Connecticut,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4002,10,Delaware,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4020,9,Connecticut,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
5807,24,Maryland,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
3803,84,New Brunswick,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3015,89,Quebec,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3015,89,Quebec,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3015,89,Quebec,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
4017,36,New York,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3001,89,Quebec,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3001,89,Quebec,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3001,89,Quebec,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3001,89,Quebec,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3001,89,Quebec,6,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3016,89,Quebec,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.699999809,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
A410,21,Kentucky,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.80000019,Portland Cement Concrete (JPCP),4,D,,,,,,,,4,,E
3816,37,North Carolina,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
1606,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
1623,42,Pennsylvania,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
5009,51,Virginia,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
3008,37,North Carolina,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
1682,50,Vermont,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
210,10,Delaware,3,5,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
601,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 180668,3,,E
602,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
602,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
603,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
603,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
604,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
604,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
605,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
605,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
606,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
606,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
607,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
607,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JPCP),4,C,,,,,,,CRACK AND SEAT,3,,E
608,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
608,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,CRACK AND SEAT,3,,E
659,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.69999981,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,,3,,E
659,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.69999981,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,,3,,E
660,18,Indiana,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,,3,,E
660,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,,3,,E
